ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE
"232,604",Desaparecido,Sin Información,23/02/2023,45,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,605",Desaparecido,Sin Información,01/03/2023,57,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Puerto López,Meta
"232,607",Aparecio Vivo,Sin Información,28/02/2023,12,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,608",Aparecio Vivo,Sin Información,27/02/2023,33,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,609",Desaparecido,Sin Información,25/01/2023,21,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia
"232,610",Desaparecido,Sin Información,25/02/2023,26,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,613",Aparecio Vivo,Sin Información,18/02/2023,40,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Chía,Cundinamarca
"232,614",Desaparecido,Sin Información,01/03/2023,62,Hombre,Suecia,Blanco,Sin Información,Sin información,Ninguno,Colombia,Cúcuta,Norte De Santander
"232,616",Aparecio Vivo,Sin Información,23/02/2023,18,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,617",Aparecio Vivo,Sin Información,03/03/2023,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Amalfi,Antioquia
"232,618",Aparecio Vivo,Sin Información,24/02/2023,2,Hombre,Colombia,Mestizo,No Aplica,Sin escolaridad,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,619",Desaparecido,Sin Información,24/02/2023,79,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Buenaventura,Valle Del Cauca
"232,621",Desaparecido,Sin Información,28/02/2023,23,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,622",Aparecio Vivo,Sin Información,27/02/2023,60,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,624",Aparecio Vivo,Sin Información,01/03/2023,29,Hombre,Colombia,Mestizo,Unión Libre,Sin información,Persona adicta a una droga natural o sintética,Colombia,Pereira,Risaralda
"232,625",Aparecio Vivo,Sin Información,02/03/2023,27,Mujer,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,626",Aparecio Vivo,Sin Información,04/03/2023,56,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,627",Aparecio Vivo,Sin Información,04/03/2023,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,628",Aparecio Vivo,Sin Información,01/03/2023,85,Hombre,Colombia,Mestizo,Viudo (a),Sin información,Ninguno,Colombia,Duitama,Boyacá
"232,629",Aparecio Vivo,Sin Información,02/03/2023,45,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,630",Aparecio Vivo,Sin Información,04/03/2023,13,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,631",Aparecio Vivo,Sin Información,24/02/2023,27,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,632",Aparecio Vivo,Sin Información,03/03/2023,16,Hombre,Colombia,Negro,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cali,Valle Del Cauca
"232,633",Desaparecido,Sin Información,27/02/2023,48,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Personas desmovilizadas o reinsertadas,Colombia,Puerto Concordia,Meta
"232,634",Aparecio Vivo,Sin Información,03/01/2023,34,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,635",Desaparecido,Sin Información,21/02/2023,31,Hombre,Colombia,Negro,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,636",Aparecio Vivo,Sin Información,03/03/2023,41,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,637",Aparecio Vivo,Sin Información,04/03/2023,14,Mujer,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda
"232,638",Desaparecido,Sin Información,04/03/2023,30,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,639",Aparecio Vivo,Sin Información,28/02/2023,37,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Bello,Antioquia
"232,640",Desaparecido,Sin Información,05/03/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,641",Desaparecido,Sin Información,02/03/2023,49,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cúcuta,Norte De Santander
"232,644",Desaparecido,Sin Información,02/03/2023,17,Mujer,Sin información,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Chía,Cundinamarca
"232,646",Desaparecido,Sin Información,03/03/2023,14,Hombre,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Santa Marta,Magdalena
"232,647",Desaparecido,Sin Información,02/03/2023,16,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Chía,Cundinamarca
"232,649",Desaparecido,Sin Información,16/01/2023,31,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,650",Desaparecido,Sin Información,01/03/2023,25,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Soacha,Cundinamarca
"232,651",Desaparecido,Sin Información,03/03/2023,16,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Chía,Cundinamarca
"232,652",Aparecio Vivo,Sin Información,20/02/2023,30,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Múltiples factores,Colombia,Bogotá D.C.,Bogotá D.C
"232,653",Desaparecido,Sin Información,27/02/2023,28,Mujer,Colombia,Mestizo,Unión Libre,Sin información,Sin información,Colombia,Ciénaga,Magdalena
"232,654",Desaparecido,Sin Información,03/03/2023,12,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Chía,Cundinamarca
"232,655",Desaparecido,Sin Información,03/03/2023,16,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Chía,Cundinamarca
"232,657",Desaparecido,Sin Información,01/03/2023,49,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Soledad,Atlántico
"232,658",Aparecio Vivo,Sin Información,04/03/2023,12,Mujer,Colombia,Negro,Sin Información,Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda
"232,659",Desaparecido,Sin Información,02/03/2023,50,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,660",Desaparecido,Sin Información,26/02/2023,23,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cartagena,Bolívar
"232,661",Desaparecido,Sin Información,19/02/2023,16,Hombre,Colombia,Indigena,Soltero (a),Sin información,Grupos étnicos,Colombia,Suaza,Huila
"232,662",Desaparecido,Sin Información,04/03/2023,15,Mujer,Colombia,Mulato,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cali,Valle Del Cauca
"232,663",Desaparecido,Sin Información,01/03/2023,40,Hombre,Venezuela,Sin Información,Unión Libre,Educación media o secundaria alta,Sin información,Colombia,Medellín,Antioquia
"232,665",Desaparecido,Sin Información,26/01/2023,13,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Cota,Cundinamarca
"232,666",Aparecio Vivo,Sin Información,02/03/2023,20,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,667",Aparecio Vivo,Sin Información,07/02/2023,23,Hombre,Venezuela,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Bucaramanga,Santander
"232,668",Desaparecido,Sin Información,04/03/2023,17,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Pereira,Risaralda
"232,669",Aparecio Vivo,Sin Información,07/02/2023,16,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Manizales,Caldas
"232,670",Desaparecido,Sin Información,01/03/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Sin información,Colombia,Tunja,Boyacá
"232,671",Desaparecido,Sin Información,24/02/2023,12,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Soacha,Cundinamarca
"232,672",Desaparecido,Sin Información,05/03/2023,53,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda
"232,673",Desaparecido,Sin Información,06/03/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,674",Desaparecido,Sin Información,26/01/2023,17,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Sin información,Colombia,Ciénaga,Magdalena
"232,675",Desaparecido,Sin Información,20/02/2023,14,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Facatativá,Cundinamarca
"232,676",Desaparecido,Sin Información,02/03/2023,17,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Pital,Huila
"232,677",Desaparecido,Sin Información,05/03/2023,16,Mujer,Colombia,Blanco,Sin Información,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Pereira,Risaralda
"232,678",Aparecio Muerto,Sin Información,04/03/2023,32,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,679",Desaparecido,Sin Información,22/02/2023,33,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,680",Desaparecido,Sin Información,12/01/2023,18,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,México,Desaparecidos en el extranjero,Desaparecidos en el extranjero
"232,685",Aparecio Vivo,Sin Información,03/03/2023,42,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Medellín,Antioquia
"232,686",Aparecio Vivo,Sin Información,05/03/2023,14,Mujer,Colombia,Negro,Sin Información,Sin información,Ninguno,Colombia,Cali,Valle Del Cauca
"232,687",Aparecio Vivo,Sin Información,04/03/2023,24,Mujer,Colombia,Mestizo,Soltero (a),Sin escolaridad,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,689",Desaparecido,Sin Información,05/03/2023,14,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Rionegro,Antioquia
"232,690",Aparecio Vivo,Sin Información,06/03/2023,16,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,691",Aparecio Vivo,Sin Información,27/02/2023,27,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Nilo,Cundinamarca
"232,693",Desaparecido,Sin Información,27/02/2023,28,Mujer,Colombia,Blanco,Unión Libre,Sin información,Sin información,Colombia,Ciénaga,Magdalena
"232,694",Desaparecido,Sin Información,30/01/2023,45,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Manizales,Caldas
"232,695",Desaparecido,Sin Información,22/02/2023,40,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Tumaco,Nariño
"232,696",Desaparecido,Sin Información,02/03/2023,27,Mujer,Sin información,Mulato,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,697",Aparecio Vivo,Sin Información,04/03/2023,62,Hombre,Colombia,Sin Información,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Ibagué,Tolima
"232,699",Desaparecido,Sin Información,04/03/2023,20,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,700",Aparecio Muerto,Sin Información,07/03/2023,59,Hombre,Colombia,Sin Información,Casado (a),Educación media o secundaria alta,Sin información,Colombia,Sabaneta,Antioquia
"232,703",Desaparecido,Sin Información,06/03/2023,10,Mujer,Colombia,Mulato,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca
"232,704",Desaparecido,Sin Información,05/03/2023,18,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Medellín,Antioquia
"232,707",Desaparecido,Sin Información,02/03/2023,37,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Personas que ejercen actividades políticas,Colombia,Villavicencio,Meta
"232,708",Desaparecido,Sin Información,21/02/2023,39,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Personas desmovilizadas o reinsertadas,Colombia,Cúcuta,Norte De Santander
"232,709",Desaparecido,Sin Información,12/02/2023,47,Hombre,Colombia,Indigena,Sin Información,Sin información,Grupos étnicos,Colombia,Pueblo Bello,Cesar
"232,710",Desaparecido,Sin Información,18/02/2023,9,Hombre,Venezuela,Sin Información,No Aplica,Sin información,Ninguno,Colombia,Barranquilla,Atlántico
"232,711",Aparecio Vivo,Sin Información,01/03/2023,26,Hombre,Colombia,Negro,Unión Libre,Sin información,Personas desmovilizadas o reinsertadas,Colombia,Manizales,Caldas
"232,713",Desaparecido,Sin Información,05/03/2023,71,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,715",Desaparecido,Sin Información,06/03/2023,15,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Chía,Cundinamarca
"232,716",Aparecio Vivo,Sin Información,17/02/2023,40,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia
"232,718",Desaparecido,Sin Información,03/03/2023,18,Hombre,Colombia,Indigena,Unión Libre,Educación básica secundaria o secundaria baja,Grupos étnicos,Colombia,Cali,Valle Del Cauca
"232,719",Aparecio Vivo,Sin Información,03/03/2023,14,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,720",Desaparecido,Sin Información,03/03/2023,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Madrid,Cundinamarca
"232,722",Aparecio Muerto,Sin Información,07/03/2023,29,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,723",Desaparecido,Sin Información,20/02/2023,27,Hombre,Colombia,Mestizo,No Aplica,Sin escolaridad,Sin información,Colombia,Concordia,Antioquia
"232,724",Desaparecido,Sin Información,06/03/2023,63,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Dosquebradas,Risaralda
"232,725",Aparecio Vivo,Sin Información,03/03/2023,25,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia
"232,726",Desaparecido,Sin Información,08/03/2023,23,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Manizales,Caldas
"232,727",Desaparecido,Sin Información,02/02/2023,19,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Barrancabermeja,Santander
"232,728",Desaparecido,Sin Información,05/03/2023,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"232,729",Desaparecido,Sin Información,05/03/2023,18,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Facatativá,Cundinamarca
"232,730",Aparecio Vivo,Sin Información,05/03/2023,15,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Barranquilla,Atlántico
"232,731",Desaparecido,Sin Información,04/03/2023,44,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,732",Desaparecido,Sin Información,20/02/2023,34,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,733",Desaparecido,Sin Información,07/03/2023,26,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda
"232,734",Desaparecido,Sin Información,14/02/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,736",Desaparecido,Sin Información,01/03/2023,18,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Tarazá,Antioquia
"232,739",Desaparecido,Sin Información,06/03/2023,16,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,743",Aparecio Vivo,Sin Información,07/03/2023,13,Mujer,Sin información,Blanco,Sin Información,Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"232,746",Desaparecido,Sin Información,15/02/2023,20,Hombre,Colombia,Negro,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Magüi,Nariño
"232,750",Desaparecido,Sin Información,05/03/2023,14,Mujer,Colombia,Negro,Sin Información,Sin información,Ninguno,Colombia,Cali,Valle Del Cauca
"232,751",Aparecio Vivo,Sin Información,07/03/2023,37,Hombre,Sin información,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,753",Aparecio Vivo,Sin Información,06/03/2023,44,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
