ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE,Contexto
"232,554",Desaparecido,Sin Información,2023-02-19T00:00:00.000,57,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
"232,556",Desaparecido,Sin Información,2023-02-27T00:00:00.000,66,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,558",Aparecio Vivo,Sin Información,2023-02-16T00:00:00.000,20,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,559",Aparecio Vivo,Sin Información,2023-02-20T00:00:00.000,32,Hombre,Venezuela,Mulato,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,560",Aparecio Vivo,Sin Información,2023-02-21T00:00:00.000,42,Mujer,Colombia,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca,Desaparición
"232,561",Aparecio Vivo,Sin Información,2023-02-28T00:00:00.000,87,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,562",Desaparecido,Sin Información,2023-02-28T00:00:00.000,58,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Jamundí,Valle Del Cauca,Desaparición
"232,563",Desaparecido,Sin Información,2023-02-18T00:00:00.000,15,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pasto,Nariño,Desaparición
"232,564",Aparecio Vivo,Sin Información,2023-02-04T00:00:00.000,33,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"232,565",Desaparecido,Sin Información,2023-03-01T00:00:00.000,22,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,566",Desaparecido,Sin Información,2023-02-25T00:00:00.000,31,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,567",Desaparecido,Sin Información,2023-01-22T00:00:00.000,27,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,568",Desaparecido,Sin Información,2023-02-27T00:00:00.000,49,Mujer,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pasto,Nariño,Desaparición
"232,569",Desaparecido,Sin Información,2023-02-28T00:00:00.000,16,Hombre,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
"232,570",Desaparecido,Sin Información,2023-02-28T00:00:00.000,32,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,571",Aparecio Vivo,Sin Información,2023-02-27T00:00:00.000,23,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,572",Aparecio Vivo,Sin Información,2023-03-01T00:00:00.000,35,Mujer,Colombia,Sin Información,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,573",Aparecio Vivo,Desaparición Presuntamente Forzada,2023-01-07T00:00:00.000,37,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,574",Aparecio Vivo,Sin Información,2023-03-01T00:00:00.000,28,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Envigado,Antioquia,Desaparición
"232,575",Desaparecido,Sin Información,2023-02-17T00:00:00.000,49,Mujer,Venezuela,Sin Información,Casado (a),Educación media o secundaria alta,Sin información,Colombia,Soacha,Cundinamarca,Desaparición
"232,578",Aparecio Vivo,Sin Información,2023-03-01T00:00:00.000,30,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,579",Aparecio Vivo,Sin Información,2023-03-01T00:00:00.000,9,Hombre,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,582",Aparecio Vivo,Sin Información,2023-03-01T00:00:00.000,41,Hombre,Colombia,Blanco,Unión Libre,Sin información,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,583",Aparecio Muerto,Sin Información,2023-02-10T00:00:00.000,69,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bucaramanga,Santander,Desaparición
"232,585",Desaparecido,Sin Información,2023-02-02T00:00:00.000,14,Mujer,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Neiva,Huila,Desaparición
"232,587",Desaparecido,Sin Información,2023-02-21T00:00:00.000,13,Hombre,Colombia,Mestizo,No Aplica,Sin información,Sin información,Colombia,Miranda,Cauca,Desaparición
"232,588",Aparecio Muerto,Sin Información,2023-02-27T00:00:00.000,30,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Tuluá,Valle Del Cauca,Desaparición
"232,590",Aparecio Vivo,Sin Información,2023-01-27T00:00:00.000,26,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Chile,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
"232,591",Desaparecido,Sin Información,2023-02-28T00:00:00.000,19,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,594",Aparecio Vivo,Sin Información,2023-02-24T00:00:00.000,14,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,El Colegio,Cundinamarca,Desaparición
"232,595",Aparecio Muerto,Sin Información,2023-03-01T00:00:00.000,28,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pasto,Nariño,Desaparición
"232,597",Desaparecido,Sin Información,2023-03-01T00:00:00.000,80,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Sin escolaridad,Sin información,Colombia,Caparrapí,Cundinamarca,Desaparición
"232,598",Aparecio Vivo,Sin Información,2023-03-02T00:00:00.000,39,Mujer,Colombia,Blanco,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,599",Desaparecido,Sin Información,2023-03-01T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,600",Desaparecido,Sin Información,2023-02-24T00:00:00.000,75,Hombre,Sin información,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,601",Desaparecido,Sin Información,2023-01-03T00:00:00.000,42,Hombre,Venezuela,Sin Información,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"232,602",Desaparecido,Sin Información,2023-01-21T00:00:00.000,21,Hombre,Colombia,Sin Información,Sin Información,Sin información,Personas desmovilizadas o reinsertadas,Colombia,Puerto Caicedo,Putumayo,Desaparición
"232,604",Desaparecido,Sin Información,2023-02-23T00:00:00.000,45,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,605",Desaparecido,Sin Información,2023-03-01T00:00:00.000,57,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Puerto López,Meta,Desaparición
"232,607",Aparecio Vivo,Sin Información,2023-02-28T00:00:00.000,12,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,608",Aparecio Vivo,Sin Información,2023-02-27T00:00:00.000,33,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,609",Desaparecido,Sin Información,2023-01-25T00:00:00.000,21,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Medellín,Antioquia,Desaparición
"232,610",Desaparecido,Sin Información,2023-02-25T00:00:00.000,26,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,613",Aparecio Vivo,Sin Información,2023-02-18T00:00:00.000,40,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Chía,Cundinamarca,Desaparición
"232,614",Desaparecido,Sin Información,2023-03-01T00:00:00.000,62,Hombre,Suecia,Blanco,Sin Información,Sin información,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
"232,616",Aparecio Vivo,Sin Información,2023-02-23T00:00:00.000,18,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,617",Aparecio Vivo,Sin Información,2023-03-03T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Amalfi,Antioquia,Desaparición
"232,618",Aparecio Vivo,Sin Información,2023-02-24T00:00:00.000,2,Hombre,Colombia,Mestizo,No Aplica,Sin escolaridad,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,619",Desaparecido,Sin Información,2023-02-24T00:00:00.000,79,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Buenaventura,Valle Del Cauca,Desaparición
"232,621",Desaparecido,Sin Información,2023-02-28T00:00:00.000,23,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,622",Aparecio Vivo,Sin Información,2023-02-27T00:00:00.000,60,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,624",Aparecio Vivo,Sin Información,2023-03-01T00:00:00.000,29,Hombre,Colombia,Mestizo,Unión Libre,Sin información,Persona adicta a una droga natural o sintética,Colombia,Pereira,Risaralda,Desaparición
"232,625",Aparecio Vivo,Sin Información,2023-03-02T00:00:00.000,27,Mujer,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,626",Aparecio Vivo,Sin Información,2023-03-04T00:00:00.000,56,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,627",Aparecio Vivo,Sin Información,2023-03-04T00:00:00.000,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,628",Aparecio Vivo,Sin Información,2023-03-01T00:00:00.000,85,Hombre,Colombia,Mestizo,Viudo (a),Sin información,Ninguno,Colombia,Duitama,Boyacá,Desaparición
"232,629",Aparecio Vivo,Sin Información,2023-03-02T00:00:00.000,45,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,630",Aparecio Vivo,Sin Información,2023-03-04T00:00:00.000,13,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,631",Aparecio Vivo,Sin Información,2023-02-24T00:00:00.000,27,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,632",Aparecio Vivo,Sin Información,2023-03-03T00:00:00.000,16,Hombre,Colombia,Negro,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,633",Desaparecido,Sin Información,2023-02-27T00:00:00.000,48,Mujer,Colombia,Mestizo,Unión Libre,Educación básica primaria,Personas desmovilizadas o reinsertadas,Colombia,Puerto Concordia,Meta,Desaparición
"232,634",Aparecio Vivo,Sin Información,2023-01-03T00:00:00.000,34,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,635",Desaparecido,Sin Información,2023-02-21T00:00:00.000,31,Hombre,Colombia,Negro,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,636",Aparecio Vivo,Sin Información,2023-03-03T00:00:00.000,41,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,637",Aparecio Vivo,Sin Información,2023-03-04T00:00:00.000,14,Mujer,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,638",Desaparecido,Sin Información,2023-03-04T00:00:00.000,30,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,639",Aparecio Vivo,Sin Información,2023-02-28T00:00:00.000,37,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Bello,Antioquia,Desaparición
"232,640",Desaparecido,Sin Información,2023-03-05T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,641",Desaparecido,Sin Información,2023-03-02T00:00:00.000,49,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
"232,644",Desaparecido,Sin Información,2023-03-02T00:00:00.000,17,Mujer,Sin información,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Chía,Cundinamarca,Desaparición
"232,646",Desaparecido,Sin Información,2023-03-03T00:00:00.000,14,Hombre,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Santa Marta,Magdalena,Desaparición
"232,647",Desaparecido,Sin Información,2023-03-02T00:00:00.000,16,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Chía,Cundinamarca,Desaparición
"232,649",Desaparecido,Sin Información,2023-01-16T00:00:00.000,31,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,650",Desaparecido,Sin Información,2023-03-01T00:00:00.000,25,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Soacha,Cundinamarca,Desaparición
"232,651",Desaparecido,Sin Información,2023-03-03T00:00:00.000,16,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Chía,Cundinamarca,Desaparición
"232,652",Aparecio Vivo,Sin Información,2023-02-20T00:00:00.000,30,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Múltiples factores,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,653",Desaparecido,Sin Información,2023-02-27T00:00:00.000,28,Mujer,Colombia,Mestizo,Unión Libre,Sin información,Sin información,Colombia,Ciénaga,Magdalena,Desaparición
"232,654",Desaparecido,Sin Información,2023-03-03T00:00:00.000,12,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Chía,Cundinamarca,Desaparición
"232,655",Desaparecido,Sin Información,2023-03-03T00:00:00.000,16,Hombre,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Chía,Cundinamarca,Desaparición
"232,657",Desaparecido,Sin Información,2023-03-01T00:00:00.000,49,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Soledad,Atlántico,Desaparición
"232,658",Aparecio Vivo,Sin Información,2023-03-04T00:00:00.000,12,Mujer,Colombia,Negro,Sin Información,Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,659",Desaparecido,Sin Información,2023-03-02T00:00:00.000,50,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,660",Desaparecido,Sin Información,2023-02-26T00:00:00.000,23,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cartagena,Bolívar,Desaparición
"232,661",Desaparecido,Sin Información,2023-02-19T00:00:00.000,16,Hombre,Colombia,Indigena,Soltero (a),Sin información,Grupos étnicos,Colombia,Suaza,Huila,Desaparición
"232,662",Desaparecido,Sin Información,2023-03-04T00:00:00.000,15,Mujer,Colombia,Mulato,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,663",Desaparecido,Sin Información,2023-03-01T00:00:00.000,40,Hombre,Venezuela,Sin Información,Unión Libre,Educación media o secundaria alta,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,665",Desaparecido,Sin Información,2023-01-26T00:00:00.000,13,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Cota,Cundinamarca,Desaparición
"232,666",Aparecio Vivo,Sin Información,2023-03-02T00:00:00.000,20,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,667",Aparecio Vivo,Sin Información,2023-02-07T00:00:00.000,23,Hombre,Venezuela,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Bucaramanga,Santander,Desaparición
"232,668",Desaparecido,Sin Información,2023-03-04T00:00:00.000,17,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,669",Aparecio Vivo,Sin Información,2023-02-07T00:00:00.000,16,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Manizales,Caldas,Desaparición
"232,670",Desaparecido,Sin Información,2023-03-01T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Sin información,Colombia,Tunja,Boyacá,Desaparición
"232,671",Desaparecido,Sin Información,2023-02-24T00:00:00.000,12,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Soacha,Cundinamarca,Desaparición
"232,672",Desaparecido,Sin Información,2023-03-05T00:00:00.000,53,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,673",Desaparecido,Sin Información,2023-03-06T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,674",Desaparecido,Sin Información,2023-01-26T00:00:00.000,17,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Sin información,Colombia,Ciénaga,Magdalena,Desaparición
